id,title,url,images,interaction_statistics,created_at
a87bVr3,"“I scream, you scream, we all scream for ice cream”",http://9gag.com/gag/a87bVr3,"{'image700': {'width': 526, 'height': 701, 'url': 'https://img-9gag-fun.9cache.com/photo/a87bVr3_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a87bVr3_700bwp.webp'}, 'image460': {'width': 460, 'height': 613, 'url': 'https://img-9gag-fun.9cache.com/photo/a87bVr3_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a87bVr3_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a87bVr3_fbthumbnail.jpg'}}","{'likes': 95, 'dislikes': 38, 'comments': 20}",2024-05-20 15:57:28
aGyV7W0,Yes I know it was on Jan 19th...,http://9gag.com/gag/aGyV7W0,"{'image700': {'width': 700, 'height': 729, 'url': 'https://img-9gag-fun.9cache.com/photo/aGyV7W0_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aGyV7W0_700bwp.webp'}, 'image460': {'width': 460, 'height': 479, 'url': 'https://img-9gag-fun.9cache.com/photo/aGyV7W0_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aGyV7W0_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aGyV7W0_fbthumbnail.jpg'}}","{'likes': 5, 'dislikes': 14, 'comments': 2}",2024-05-20 15:40:28
aZZWzvV,Raven tells Mabel a joke...,http://9gag.com/gag/aZZWzvV,"{'image700': {'width': 700, 'height': 466, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWzvV_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aZZWzvV_700bwp.webp'}, 'image460': {'width': 460, 'height': 306, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWzvV_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aZZWzvV_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWzvV_fbthumbnail.jpg'}}","{'likes': 14, 'dislikes': 17, 'comments': 3}",2024-05-20 02:16:15
a4P9q5w,Bubble machine,http://9gag.com/gag/a4P9q5w,"{'image700': {'width': 330, 'height': 280, 'url': 'https://img-9gag-fun.9cache.com/photo/a4P9q5w_460s.jpg'}, 'image460': {'width': 330, 'height': 280, 'url': 'https://img-9gag-fun.9cache.com/photo/a4P9q5w_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a4P9q5w_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a4P9q5w_fbthumbnail.jpg'}, 'image460sv': {'width': 330, 'height': 280, 'url': 'https://img-9gag-fun.9cache.com/photo/a4P9q5w_460sv.mp4', 'hasAudio': 0, 'duration': 24, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/a4P9q5w_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/a4P9q5w_460svh265.mp4', 'av1Url': 'https://img-9gag-fun.9cache.com/photo/a4P9q5w_460svav1.mp4'}}","{'likes': 582, 'dislikes': 27, 'comments': 10}",2024-05-19 16:18:37
apRoA6W,I got a blister...,http://9gag.com/gag/apRoA6W,"{'image700': {'width': 700, 'height': 466, 'url': 'https://img-9gag-fun.9cache.com/photo/apRoA6W_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/apRoA6W_700bwp.webp'}, 'image460': {'width': 460, 'height': 306, 'url': 'https://img-9gag-fun.9cache.com/photo/apRoA6W_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/apRoA6W_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/apRoA6W_fbthumbnail.jpg'}}","{'likes': 23, 'dislikes': 13, 'comments': 0}",2024-05-19 16:12:06
aYQpqOm,Ha!,http://9gag.com/gag/aYQpqOm,"{'image700': {'width': 526, 'height': 713, 'url': 'https://img-9gag-fun.9cache.com/photo/aYQpqOm_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aYQpqOm_700bwp.webp'}, 'image460': {'width': 460, 'height': 623, 'url': 'https://img-9gag-fun.9cache.com/photo/aYQpqOm_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aYQpqOm_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aYQpqOm_fbthumbnail.jpg'}}","{'likes': 410, 'dislikes': 71, 'comments': 14}",2024-05-19 05:02:24
a0ePnzn,Maybe we could borrow this guy for a while?,http://9gag.com/gag/a0ePnzn,"{'image700': {'width': 700, 'height': 497, 'url': 'https://img-9gag-fun.9cache.com/photo/a0ePnzn_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a0ePnzn_700bwp.webp'}, 'image460': {'width': 460, 'height': 327, 'url': 'https://img-9gag-fun.9cache.com/photo/a0ePnzn_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a0ePnzn_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a0ePnzn_fbthumbnail.jpg'}}","{'likes': 1, 'dislikes': 0, 'comments': 0}",2024-05-18 21:07:48
azxLODN,Are there women on 9Gag?,http://9gag.com/gag/azxLODN,"{'image700': {'width': 700, 'height': 445, 'url': 'https://img-9gag-fun.9cache.com/photo/azxLODN_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/azxLODN_700bwp.webp'}, 'image460': {'width': 460, 'height': 292, 'url': 'https://img-9gag-fun.9cache.com/photo/azxLODN_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/azxLODN_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/azxLODN_fbthumbnail.jpg'}}","{'likes': 363, 'dislikes': 54, 'comments': 17}",2024-05-18 21:02:05
agm0xvg,It's here...,http://9gag.com/gag/agm0xvg,"{'image700': {'width': 460, 'height': 260, 'url': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_460s.jpg'}, 'image460': {'width': 460, 'height': 260, 'url': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_fbthumbnail.jpg'}, 'image460sv': {'width': 460, 'height': 260, 'url': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_460sv.mp4', 'hasAudio': 1, 'duration': 58, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_460svh265.mp4', 'vp9Url': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_460svvp9.webm', 'av1Url': 'https://img-9gag-fun.9cache.com/photo/agm0xvg_460svav1.mp4'}}","{'likes': 6995, 'dislikes': 325, 'comments': 359}",2024-05-18 16:12:37
a9yMmd6,Bubble,http://9gag.com/gag/a9yMmd6,"{'image700': {'width': 600, 'height': 816, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMmd6_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a9yMmd6_700bwp.webp'}, 'image460': {'width': 460, 'height': 625, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMmd6_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a9yMmd6_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMmd6_fbthumbnail.jpg'}}","{'likes': 123, 'dislikes': 10, 'comments': 5}",2024-05-18 15:49:37
a34d0z3,"Cliche': A stereotype, A trite or overused expression or idea.",http://9gag.com/gag/a34d0z3,"{'image700': {'width': 700, 'height': 669, 'url': 'https://img-9gag-fun.9cache.com/photo/a34d0z3_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a34d0z3_700bwp.webp'}, 'image460': {'width': 460, 'height': 439, 'url': 'https://img-9gag-fun.9cache.com/photo/a34d0z3_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a34d0z3_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a34d0z3_fbthumbnail.jpg'}}","{'likes': 85, 'dislikes': 26, 'comments': 5}",2024-05-18 02:01:55
ajP6OL1,Sigh...,http://9gag.com/gag/ajP6OL1,"{'image700': {'width': 600, 'height': 403, 'url': 'https://img-9gag-fun.9cache.com/photo/ajP6OL1_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/ajP6OL1_700bwp.webp'}, 'image460': {'width': 460, 'height': 308, 'url': 'https://img-9gag-fun.9cache.com/photo/ajP6OL1_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/ajP6OL1_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/ajP6OL1_fbthumbnail.jpg'}}","{'likes': 326, 'dislikes': 29, 'comments': 17}",2024-05-17 16:11:24
aE0GMoe,Let's go back to the 60s,http://9gag.com/gag/aE0GMoe,"{'image700': {'width': 700, 'height': 381, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0GMoe_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aE0GMoe_700bwp.webp'}, 'image460': {'width': 460, 'height': 250, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0GMoe_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aE0GMoe_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0GMoe_fbthumbnail.jpg'}}","{'likes': 15, 'dislikes': 107, 'comments': 9}",2024-05-16 22:23:42
adB6vn9,Sorry to make you read...,http://9gag.com/gag/adB6vn9,"{'image700': {'width': 640, 'height': 523, 'url': 'https://img-9gag-fun.9cache.com/photo/adB6vn9_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/adB6vn9_700bwp.webp'}, 'image460': {'width': 460, 'height': 375, 'url': 'https://img-9gag-fun.9cache.com/photo/adB6vn9_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/adB6vn9_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/adB6vn9_fbthumbnail.jpg'}}","{'likes': 3, 'dislikes': 12, 'comments': 12}",2024-05-16 22:15:21
aPAyAzP,"If Disney remade X-Men with characters from their other classic movies, they could make $$$$ again...",http://9gag.com/gag/aPAyAzP,"{'image700': {'width': 526, 'height': 500, 'url': 'https://img-9gag-fun.9cache.com/photo/aPAyAzP_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aPAyAzP_700bwp.webp'}, 'image460': {'width': 460, 'height': 437, 'url': 'https://img-9gag-fun.9cache.com/photo/aPAyAzP_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aPAyAzP_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aPAyAzP_fbthumbnail.jpg'}}","{'likes': 16, 'dislikes': 14, 'comments': 3}",2024-05-16 16:34:37
aByQ2Nx,"Oh boy! fried chicken! wait, what? Oh boy! Puppies!",http://9gag.com/gag/aByQ2Nx,"{'image700': {'width': 500, 'height': 593, 'url': 'https://img-9gag-fun.9cache.com/photo/aByQ2Nx_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aByQ2Nx_700bwp.webp'}, 'image460': {'width': 460, 'height': 545, 'url': 'https://img-9gag-fun.9cache.com/photo/aByQ2Nx_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aByQ2Nx_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aByQ2Nx_fbthumbnail.jpg'}}","{'likes': 170, 'dislikes': 35, 'comments': 12}",2024-05-15 16:03:30
aRBg0r2,"I took this picture, would a scientist please explain the rainbow.",http://9gag.com/gag/aRBg0r2,"{'image700': {'width': 700, 'height': 466, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBg0r2_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aRBg0r2_700bwp.webp'}, 'image460': {'width': 460, 'height': 306, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBg0r2_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aRBg0r2_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBg0r2_fbthumbnail.jpg'}}","{'likes': 12, 'dislikes': 55, 'comments': 55}",2024-05-14 19:05:16
a1mZRr8,"This chart belongs on 9Gag, prove me wrong.",http://9gag.com/gag/a1mZRr8,"{'image700': {'width': 700, 'height': 489, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mZRr8_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a1mZRr8_700bwp.webp'}, 'image460': {'width': 460, 'height': 321, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mZRr8_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a1mZRr8_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mZRr8_fbthumbnail.jpg'}}","{'likes': 0, 'dislikes': 0, 'comments': 0}",2024-05-14 19:00:26
aryeGj5,"If you haven't seen it, you should.",http://9gag.com/gag/aryeGj5,"{'image700': {'width': 700, 'height': 541, 'url': 'https://img-9gag-fun.9cache.com/photo/aryeGj5_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aryeGj5_700bwp.webp'}, 'image460': {'width': 460, 'height': 355, 'url': 'https://img-9gag-fun.9cache.com/photo/aryeGj5_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aryeGj5_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aryeGj5_fbthumbnail.jpg'}}","{'likes': 0, 'dislikes': 0, 'comments': 0}",2024-05-14 16:14:45
aAyV38E,"If you think ""How beautiful"" you're young. if you think ""My God, who pays their heating bill!?"" you're old.",http://9gag.com/gag/aAyV38E,"{'image700': {'width': 370, 'height': 440, 'url': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_460s.jpg'}, 'image460': {'width': 370, 'height': 440, 'url': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_fbthumbnail.jpg'}, 'image460sv': {'width': 370, 'height': 440, 'url': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_460sv.mp4', 'hasAudio': 0, 'duration': 9, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_460svh265.mp4', 'vp9Url': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_460svvp9.webm', 'av1Url': 'https://img-9gag-fun.9cache.com/photo/aAyV38E_460svav1.mp4'}}","{'likes': 4579, 'dislikes': 390, 'comments': 444}",2024-05-14 15:58:56
a9yMpvW,"Get it, get it?",http://9gag.com/gag/a9yMpvW,"{'image700': {'width': 500, 'height': 1032, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMpvW_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a9yMpvW_700bwp.webp'}, 'image460': {'width': 460, 'height': 949, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMpvW_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a9yMpvW_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMpvW_fbthumbnail.jpg'}}","{'likes': 424, 'dislikes': 50, 'comments': 10}",2024-05-14 02:13:12
a9yMAYL,I like the way he checks his paddle first...,http://9gag.com/gag/a9yMAYL,"{'image700': {'width': 360, 'height': 357, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMAYL_460s.jpg'}, 'image460': {'width': 360, 'height': 357, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMAYL_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a9yMAYL_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMAYL_fbthumbnail.jpg'}, 'image460sv': {'width': 360, 'height': 356, 'url': 'https://img-9gag-fun.9cache.com/photo/a9yMAYL_460sv.mp4', 'hasAudio': 0, 'duration': 5, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/a9yMAYL_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/a9yMAYL_460svh265.mp4'}}","{'likes': 18, 'dislikes': 11, 'comments': 2}",2024-05-13 16:17:45
ae93YBj,Because cats!,http://9gag.com/gag/ae93YBj,"{'image700': {'width': 526, 'height': 702, 'url': 'https://img-9gag-fun.9cache.com/photo/ae93YBj_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/ae93YBj_700bwp.webp'}, 'image460': {'width': 460, 'height': 613, 'url': 'https://img-9gag-fun.9cache.com/photo/ae93YBj_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/ae93YBj_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/ae93YBj_fbthumbnail.jpg'}}","{'likes': 98, 'dislikes': 33, 'comments': 8}",2024-05-13 03:02:19
abAq0Y9,Just one piece for me thanks...,http://9gag.com/gag/abAq0Y9,"{'image700': {'width': 526, 'height': 517, 'url': 'https://img-9gag-fun.9cache.com/photo/abAq0Y9_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/abAq0Y9_700bwp.webp'}, 'image460': {'width': 460, 'height': 452, 'url': 'https://img-9gag-fun.9cache.com/photo/abAq0Y9_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/abAq0Y9_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/abAq0Y9_fbthumbnail.jpg'}}","{'likes': 169, 'dislikes': 44, 'comments': 15}",2024-05-12 02:27:28
aYQpeYx,If I only had a dollar,http://9gag.com/gag/aYQpeYx,"{'image700': {'width': 700, 'height': 700, 'url': 'https://img-9gag-fun.9cache.com/photo/aYQpeYx_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aYQpeYx_700bwp.webp'}, 'image460': {'width': 460, 'height': 460, 'url': 'https://img-9gag-fun.9cache.com/photo/aYQpeYx_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aYQpeYx_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aYQpeYx_fbthumbnail.jpg'}}","{'likes': 2157, 'dislikes': 105, 'comments': 26}",2024-05-12 02:14:25
aZZWM3X,Bennie has a message...,http://9gag.com/gag/aZZWM3X,"{'image700': {'width': 700, 'height': 466, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWM3X_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aZZWM3X_700bwp.webp'}, 'image460': {'width': 460, 'height': 306, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWM3X_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aZZWM3X_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWM3X_fbthumbnail.jpg'}}","{'likes': 6, 'dislikes': 6, 'comments': 1}",2024-05-12 02:07:06
aD2wmRB,I'll just leave this here,http://9gag.com/gag/aD2wmRB,"{'image700': {'width': 526, 'height': 708, 'url': 'https://img-9gag-fun.9cache.com/photo/aD2wmRB_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aD2wmRB_700bwp.webp'}, 'image460': {'width': 460, 'height': 619, 'url': 'https://img-9gag-fun.9cache.com/photo/aD2wmRB_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aD2wmRB_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aD2wmRB_fbthumbnail.jpg'}}","{'likes': 2, 'dislikes': 0, 'comments': 0}",2024-05-11 16:11:39
awyb7N1,"Been there, done that.",http://9gag.com/gag/awyb7N1,"{'image700': {'width': 681, 'height': 473, 'url': 'https://img-9gag-fun.9cache.com/photo/awyb7N1_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/awyb7N1_700bwp.webp'}, 'image460': {'width': 460, 'height': 319, 'url': 'https://img-9gag-fun.9cache.com/photo/awyb7N1_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/awyb7N1_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/awyb7N1_fbthumbnail.jpg'}}","{'likes': 11, 'dislikes': 4, 'comments': 2}",2024-05-11 16:06:35
aE0GGVn,True,http://9gag.com/gag/aE0GGVn,"{'image700': {'width': 700, 'height': 391, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0GGVn_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aE0GGVn_700bwp.webp'}, 'image460': {'width': 460, 'height': 257, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0GGVn_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aE0GGVn_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0GGVn_fbthumbnail.jpg'}}","{'likes': 107, 'dislikes': 109, 'comments': 45}",2024-05-11 00:50:58
aByQKgO,Grandma? Hello?,http://9gag.com/gag/aByQKgO,"{'image700': {'width': 526, 'height': 899, 'url': 'https://img-9gag-fun.9cache.com/photo/aByQKgO_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aByQKgO_700bwp.webp'}, 'image460': {'width': 460, 'height': 786, 'url': 'https://img-9gag-fun.9cache.com/photo/aByQKgO_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aByQKgO_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aByQKgO_fbthumbnail.jpg'}}","{'likes': 36, 'dislikes': 11, 'comments': 6}",2024-05-10 16:17:22
aoyZzew,"Notice how as the Country grew, the Federal Government got greedier....",http://9gag.com/gag/aoyZzew,"{'image700': {'width': 700, 'height': 525, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyZzew_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aoyZzew_700bwp.webp'}, 'image460': {'width': 460, 'height': 345, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyZzew_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aoyZzew_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyZzew_fbthumbnail.jpg'}}","{'likes': 1, 'dislikes': 3, 'comments': 2}",2024-05-10 16:11:39
an7XqXL,Made me chuckle,http://9gag.com/gag/an7XqXL,"{'image700': {'width': 700, 'height': 546, 'url': 'https://img-9gag-fun.9cache.com/photo/an7XqXL_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/an7XqXL_700bwp.webp'}, 'image460': {'width': 460, 'height': 359, 'url': 'https://img-9gag-fun.9cache.com/photo/an7XqXL_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/an7XqXL_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/an7XqXL_fbthumbnail.jpg'}}","{'likes': 458, 'dislikes': 109, 'comments': 23}",2024-05-10 05:16:01
aLnQ615,I wish I looked as good in my hat as this dog looks in his...,http://9gag.com/gag/aLnQ615,"{'image700': {'width': 526, 'height': 1111, 'url': 'https://img-9gag-fun.9cache.com/photo/aLnQ615_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aLnQ615_700bwp.webp'}, 'image460': {'width': 460, 'height': 971, 'url': 'https://img-9gag-fun.9cache.com/photo/aLnQ615_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aLnQ615_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aLnQ615_fbthumbnail.jpg'}}","{'likes': 2573, 'dislikes': 78, 'comments': 45}",2024-05-09 22:26:31
aZZWqWW,"OK, Captain Dead Dad!",http://9gag.com/gag/aZZWqWW,"{'image700': {'width': 598, 'height': 540, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWqWW_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aZZWqWW_700bwp.webp'}, 'image460': {'width': 460, 'height': 415, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWqWW_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aZZWqWW_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aZZWqWW_fbthumbnail.jpg'}}","{'likes': 243, 'dislikes': 66, 'comments': 11}",2024-05-09 19:48:22
aNDe6BA,I bet Dog Death is really nice about it...,http://9gag.com/gag/aNDe6BA,"{'image700': {'width': 504, 'height': 600, 'url': 'https://img-9gag-fun.9cache.com/photo/aNDe6BA_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aNDe6BA_700bwp.webp'}, 'image460': {'width': 460, 'height': 547, 'url': 'https://img-9gag-fun.9cache.com/photo/aNDe6BA_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aNDe6BA_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aNDe6BA_fbthumbnail.jpg'}}","{'likes': 0, 'dislikes': 0, 'comments': 0}",2024-05-08 20:43:11
